galaxy_name,completeness_pct,quality_flag,constellation,cluster_id,ra,dec,distance_mpc,effective_radius_kpc,stellar_mass_solar,dark_matter_fraction
UGC 5541,83.3,Needs Review,Ursa Major,28,154.23,58.38972,37.0,3.6,457000000.0,
NGC 5631-Dw1,83.3,Needs Review,Ursa Major,56,216.5566667,56.5306111,28.4,2.2,2510000.0,
NGC 3625-DGSAT-2,83.3,Needs Review,Ursa Major,57,170.34542,57.58058,37.3,1.54,18000000.0,
NGC 3669-DGSAT-2,83.3,Needs Review,Ursa Major,63,171.20125,57.63278,43.1,1.86,31400000.0,
39,83.3,Needs Review,Virgo,-1,180.11,3.35,72.3,0.8,119000000.0,
46,83.3,Needs Review,Virgo,-1,213.6,-0.38,72.3,0.8,41686938.0,
AGC 223141,83.3,Needs Review,Virgo,-1,190.3,10.9327778,97.2,5.67,218776162.0,
AGC 238764,83.3,Needs Review,Virgo,-1,204.9063,6.9961,104.0,3.34,114800000.0,
J125311+032639,83.3,Needs Review,Virgo,-1,193.296,3.442,40.2,3.1,95500000.0,
J131845-153954,83.3,Needs Review,Virgo,-1,199.69,-15.665,94.1,7.9,234000000.0,
J133424-141834,83.3,Needs Review,Virgo,-1,203.601,-14.311,96.5,3.5,245000000.0,
MATLAS-1794,83.3,Needs Review,Virgo,-1,213.46929,-3.055861,29.0,1.23,25118864.3,
MATLAS-2019,83.3,Needs Review,Virgo,-1,226.33404,1.81248,20.0,1.67,86000000.0,
SECCO-dI-1,83.3,Needs Review,Virgo,-1,178.99375,0.0434166667,112.0,2.6,10000000.0,
AGC 242019,83.3,Needs Review,Virgo,11,218.4724,1.4868,12.5,1.5,137000000.0,
J123308-003203,83.3,Needs Review,Virgo,11,188.283,-0.533,10.4,1.8,51300000.0,
J125603+045202,83.3,Needs Review,Virgo,11,194.014,4.867,19.7,1.4,30200000.0,
J125956-192430,83.3,Needs Review,Virgo,11,194.983,-19.408,7.3,1.3,6310000.0,
KK176,83.3,Needs Review,Virgo,11,194.9845833,-19.4133333,7.3,1.3,6309573.445,
KiDS_UDG_NGC5576_191.84_1.40,83.3,Needs Review,Virgo,11,191.8478,-1.4049,22.5,1.896,21379621.0,
NGVS 3543,83.3,Needs Review,Virgo,11,191.673875,10.386222,16.5,1.79,12600000.0,
NGVSJ12:18:05.98+07:38:02.6,83.3,Needs Review,Virgo,11,184.525,7.634,16.5,1.79,5000000.0,
NGVSJ12:20:11.38+11:53:56.5,83.3,Needs Review,Virgo,11,185.047,11.899,16.5,1.94,5900000.0,
NGVSJ12:22:03.58+11:43:17.5,83.3,Needs Review,Virgo,11,185.515,11.722,16.5,1.79,27900000.0,
NGVSJ12:26:37.41+09:44:32.0,83.3,Needs Review,Virgo,11,186.656,9.742,16.5,1.21,2500000.0,
NGVSJ12:28:37.88+12:51:42.0,83.3,Needs Review,Virgo,11,187.158,12.862,16.5,2.49,6000000.0,
NGVSJ12:30:08.68+09:42:56.2,83.3,Needs Review,Virgo,11,187.536,9.716,16.5,3.73,286000000.0,
NGVSJ12:30:12.55+09:42:56.3,83.3,Needs Review,Virgo,11,187.552,9.716,16.5,1.49,44700000.0,
NGVSJ12:30:37.30+10:20:53.0,83.3,Needs Review,Virgo,11,187.655,10.348,16.5,4.18,55400000.0,
NGVSJ12:31:48.01+12:21:33.1,83.3,Needs Review,Virgo,11,187.95,12.359,16.5,2.77,3300000.0,
NGVSJ12:32:15.43+11:23:52.6,83.3,Needs Review,Virgo,11,188.064,11.398,16.5,1.61,8900000.0,
NGVSJ12:32:22.52+12:19:32.1,83.3,Needs Review,Virgo,11,188.094,12.326,16.5,5.15,43700000.0,
NGVSJ12:33:51.04+09:04:46.7,83.3,Needs Review,Virgo,11,188.463,9.08,16.5,1.28,3300000.0,
VCC 1421,83.3,Needs Review,Virgo,11,188.054,9.316,16.5,2.18,35200000.0,
VCC 1528,83.3,Needs Review,Virgo,11,187.8,12.9,16.5,3.5,120000000.0,
VCC 1551,83.3,Needs Review,Virgo,11,188.565,11.467,16.5,2.02,33900000.0,
VCC 1661,83.3,Needs Review,Virgo,11,187.705,12.346,16.5,3.2,100000000.0,
VCC 169,83.3,Needs Review,Virgo,11,183.982,9.651,16.5,2.51,22900000.0,
VCC 1779,83.3,Needs Review,Virgo,11,187.5,13.0,16.5,3.8,180000000.0,
VCC 1861,83.3,Needs Review,Virgo,11,189.2,12.7,16.5,3.0,90000000.0,
VCC 1964,83.3,Needs Review,Virgo,11,190.8242917,8.9147222,17.0,1.41,20000000.0,
VCC 2008,83.3,Needs Review,Virgo,11,190.0,13.0,16.5,3.8,110000000.0,
VCC 2050,83.3,Needs Review,Virgo,11,190.5,12.5,16.5,2.5,70000000.0,
VCC 2092,83.3,Needs Review,Virgo,11,191.0,13.2,16.5,4.2,180000000.0,
VCC 2140,83.3,Needs Review,Virgo,11,191.5,12.8,16.5,3.1,100000000.0,
VCC 217,83.3,Needs Review,Virgo,11,184.267,10.006,16.5,2.91,78800000.0,
VCC 487,83.3,Needs Review,Virgo,11,185.41,6.283,16.5,1.69,12700000.0,
VCC 707,83.3,Needs Review,Virgo,11,186.054,11.762,16.5,1.79,71600000.0,
VCC 950,83.3,Needs Review,Virgo,11,186.712,11.558,16.5,2.39,123000000.0,
VCC1448,83.3,Needs Review,Virgo,11,187.456,12.123,16.5,3.5,2600000000.0,
VCC1884,83.3,Needs Review,Virgo,11,190.414,9.208,16.5,3.1,109600000.0,
MATLAS-1957,83.3,Needs Review,Virgo,19,225.47796,1.625833,31.3,1.14,100000000.0,
J131132-144033,83.3,Needs Review,Virgo,39,197.884,-14.676,35.3,2.3,95500000.0,
WALLABY J131132-144033,83.3,Needs Review,Virgo,39,197.884,-14.676,35.3,2.3,95499258.6,
J131403-120644,83.3,Needs Review,Virgo,40,198.517,-12.113,95.8,5.4,549500000.0,
WALLABY J131403-120644,83.3,Needs Review,Virgo,40,198.517,-12.113,95.8,5.4,549540874.0,
J132030-202723,83.3,Needs Review,Virgo,41,200.128,-20.457,23.3,1.3,29500000.0,
J134247-193454,83.3,Needs Review,Virgo,41,205.696,-19.582,20.2,1.4,20900000.0,
KiDS_UDG_NGC4073_181.03_1.32,83.3,Needs Review,Virgo,49,181.0329,1.3216,87.5,1.556,63000000.0,
KiDS_UDG_NGC4073_181.13_1.41,83.3,Needs Review,Virgo,49,181.1397,1.416,87.5,1.804,63000000.0,
UDG-1B,83.3,Needs Review,Virgo,49,181.19275,1.298389,90.0,2.2,100000000.0,
UDG-4B,83.3,Needs Review,Virgo,49,180.654417,1.5075,90.0,3.2,63100000.0,
UDG-5B,83.3,Needs Review,Virgo,49,181.625,1.556319,90.0,2.2,20000000.0,
LSBG-750,83.3,Needs Review,Virgo,55,179.931458,-0.772711,41.3,1.8,23000000.0,
ANTLJ102843-353933,66.7,Needs Review,Antlia,27,157.1791666667,-35.6591666667,35.2,1.81,,
ANTLJ102856-350435.5,66.7,Needs Review,Antlia,27,157.2333333333,-35.0765277778,35.2,1.81,,
ANTLJ102936-352445,66.7,Needs Review,Antlia,27,157.4,-35.4125,35.2,1.81,,
SMDG1337327+090817,66.7,Needs Review,Boötes,11,204.38635,9.13815,14.9,0.58,,
SMDG1337528+085709,66.7,Needs Review,Boötes,11,204.46989,8.95253,14.9,0.39,,
M101-DF4,66.7,Needs Review,Boötes,56,211.88932,54.710178,27.0,3.6,,
UDGC,66.7,Needs Review,Cancer,-1,136.417,25.42891,42.0,6.31,,
SMDG0914401+283036,66.7,Needs Review,Cancer,20,138.66708,28.51,99.0149,2.8,,
Abell 1697,66.7,Needs Review,Canes Venatici,-1,198.269,46.2646,869.2,,13200000000000.0,
SMDG1240530+321655,66.7,Needs Review,Canes Venatici,-1,190.22083,32.281945,105.6269,4.6,,
SMDG1335454+281225,66.7,Needs Review,Canes Venatici,-1,203.93917,28.206944,183.1194,4.0,,
NGC 4258-DF1,66.7,Needs Review,Canes Venatici,11,185.1675,47.0008,15.6,1.2,,
SMDG1214528+474319,66.7,Needs Review,Canes Venatici,11,183.72,47.72185,20.3,0.66,,
SMDG1215038+473833,66.7,Needs Review,Canes Venatici,11,183.7659,47.64263,20.3,2.0,,
SMDG1217358+474748,66.7,Needs Review,Canes Venatici,11,184.39904,47.79678,20.3,0.33,,
SMDG1313187+312453,66.7,Needs Review,Canes Venatici,11,198.32792,31.41472,15.6716,10.61321,,
SMDG1314090+362001,66.7,Needs Review,Canes Venatici,11,198.53739,36.33372,19.1,0.9,,
SMDG1314205+363412,66.7,Needs Review,Canes Venatici,11,198.58532,36.56995,19.1,1.44,,
SOS 61086,66.7,Needs Review,Centaurus,-1,202.875,-31.78,210.0,,4000000000.0,
dw1315-45,66.7,Needs Review,Centaurus,-1,198.983333,-45.750556,50.0,2.3,,
370,66.7,Needs Review,Cetus,-1,39.9821,-1.5958,,3.03,45708800.0,
MGTH_J021534.4-042904,66.7,Needs Review,Cetus,-1,33.89333,-4.484444,381.2,3.08,,
MGTH_J022029.4-041207,66.7,Needs Review,Cetus,-1,35.1225,-4.201944,82.3,2.64,,
MGTH_J022045.0-050058,66.7,Needs Review,Cetus,-1,35.1875,-5.016111,384.1,4.27,,
MGTH_J022056.9-045917,66.7,Needs Review,Cetus,-1,35.23708,-4.988056,345.9,2.29,,
MGTH_J022058.7-051320,66.7,Needs Review,Cetus,-1,35.24458,-5.222222,291.4,1.78,,
MGTH_J022338.7-042431,66.7,Needs Review,Cetus,-1,35.91125,-4.408611,310.5,2.81,,
MGTH_J022357.0-051918,66.7,Needs Review,Cetus,-1,35.9875,-5.321667,347.7,5.99,,
MGTH_J022522.7-045519,66.7,Needs Review,Cetus,-1,36.34458,-4.921944,151.1,4.25,,
SMDG0035569+010149,66.7,Needs Review,Cetus,-1,8.9870833,1.0302778,72.8067,,25118864.3,
SMDG0045200-011839,66.7,Needs Review,Cetus,-1,11.3333333,-1.3108333,77.0895,,25118864.3,
SMDG0108359-002834,66.7,Needs Review,Cetus,-1,17.1495833,-0.4761111,94.2205,,79432823.47,
SMDG0113101-001223,66.7,Needs Review,Cetus,-1,18.2920833,-0.2063889,85.655,,25118864.3,
UDG-R1,66.7,Needs Review,Cetus,-1,9.974,0.808,,1.4,10000000.0,
UDG-R2,66.7,Needs Review,Cetus,-1,50.196,-1.014,,1.8,20000000.0,
UDG-R3,66.7,Needs Review,Cetus,-1,9.91,0.985,,1.5,40000000.0,
UDG-R4,66.7,Needs Review,Cetus,-1,9.769,1.099,,1.8,40000000.0,
261,66.7,Needs Review,Cetus,6,31.59058,-6.39757,65.0,1.803,,
265,66.7,Needs Review,Cetus,6,32.27289,-6.30735,65.0,1.699,,
307,66.7,Needs Review,Cetus,6,33.81903,-6.42413,65.0,1.106,,
309,66.7,Needs Review,Cetus,6,34.17093,-3.51542,65.0,1.383,,
315,66.7,Needs Review,Cetus,6,34.27163,-3.56117,65.0,0.986,,
321,66.7,Needs Review,Cetus,6,35.34326,-5.42328,65.0,1.238,,
334,66.7,Needs Review,Cetus,6,36.33909,-5.5587,65.0,1.226,,
337,66.7,Needs Review,Cetus,6,36.3633,-4.96164,65.0,1.015,,
LSBG 242,66.7,Needs Review,Cetus,6,30.34874,-6.82286,65.0,2.193,,
LSBG 327,66.7,Needs Review,Cetus,6,35.36102,-5.43343,65.0,1.494,,
LSBG 328,66.7,Needs Review,Cetus,6,35.44907,-5.65036,65.0,1.286,,
LSBG 330,66.7,Needs Review,Cetus,6,35.51138,-2.65082,65.0,0.961,,
LSBG 338,66.7,Needs Review,Cetus,6,36.37673,-5.04815,65.0,1.254,,
LSBG 342,66.7,Needs Review,Cetus,6,36.52391,-5.25631,65.0,1.182,,
317,66.7,Needs Review,Cetus,8,34.64441,-6.20896,103.0,1.2852,,
MGTH_J021808.2-045217,66.7,Needs Review,Cetus,8,34.5342,-4.8714,104.0,1.23,,
DF9,66.7,Needs Review,Cetus,10,40.02927,-8.22902,18.7,2.8,,
DFUWS-121,66.7,Needs Review,Cetus,10,35.2008333333,-0.4650472222,16.2,1.71,,
MGTH_J022042.1-052115,66.7,Needs Review,Cetus,10,35.1754,-5.3542,30.1,0.72,,
MGTH_J022138.1-052631,66.7,Needs Review,Cetus,10,35.4088,-5.442,25.9,1.35,,
RCP32,66.7,Needs Review,Cetus,10,40.62034,-8.37512,21.0,1.54,,
SMDG0240406-082308,66.7,Needs Review,Cetus,10,40.16902,-8.38542,13.5,0.29,,
SMDG0240557-082639,66.7,Needs Review,Cetus,10,40.23225,-8.44416,13.5,0.38,,
UDO-NE,66.7,Needs Review,Cetus,10,40.740208,0.105139,15.9,4.5,,
UDO-SE,66.7,Needs Review,Cetus,10,40.752,-0.150028,15.9,2.9,,
UDO-SW,66.7,Needs Review,Cetus,10,40.589875,-0.112556,15.9,5.4,,
Minkowski's Object,66.7,Needs Review,Cetus,37,21.4517,-1.3717,77.0,,19000000.0,
MGTH_J021625.5-044228,66.7,Needs Review,Cetus,58,34.10625,-4.707778,183.9,1.8,,
MGTH_J021642.0-044221,66.7,Needs Review,Cetus,58,34.175,-4.705833,184.0,5.57,,
MGTH_J021818.0-043234,66.7,Needs Review,Cetus,58,34.575,-4.542778,184.9,2.49,,
MGTH_J022026.3-045912,66.7,Needs Review,Cetus,58,35.10958,-4.986667,183.7,2.75,,
MGTH_J022051.9-045832,66.7,Needs Review,Cetus,58,35.21625,-4.975556,189.1,3.34,,
MGTH_J022117.8-045040,66.7,Needs Review,Cetus,58,35.32416,-4.844444,187.8,2.2,,
MGTH_J022332.2-044928,66.7,Needs Review,Cetus,58,35.88416,-4.824444,192.9,5.53,,
MGTH_J022350.6-045045,66.7,Needs Review,Cetus,58,35.96083,-4.845833,190.1,10.79,,
MGTH_J022400.9-044943,66.7,Needs Review,Cetus,58,36.00375,-4.828611,190.1,2.65,,
MGTH_J022429.6-044037,66.7,Needs Review,Cetus,58,36.12333,-4.676944,190.1,6.29,,
MGTH_J021645.4-042035,66.7,Needs Review,Cetus,59,34.18917,-4.343056,389.9,7.61,,
MGTH_J021848.1-045028,66.7,Needs Review,Cetus,59,34.70042,-4.824444,391.0,7.53,,
MGTH_J021724.3-043322,66.7,Needs Review,Cetus,60,34.35125,-4.556111,140.9,1.72,,
MGTH_J021759.3-041634,66.7,Needs Review,Cetus,60,34.497,-4.276,138.6,6.74,,
MGTH_J022011.5-051047,66.7,Needs Review,Cetus,61,35.0479,-5.179722,225.9,1.94,,
MGTH_J022358.3-050756,66.7,Needs Review,Cetus,61,35.9929,-5.132222,227.2,2.67,,
MGTH_J022110.7-050630,66.7,Needs Review,Cetus,62,35.29458,-5.108333,177.9,1.75,,
MGTH_J022443.4-045158,66.7,Needs Review,Cetus,62,36.18083,-4.866111,176.8,2.62,,
SMDG0055526-011739,66.7,Needs Review,Cetus,74,13.9691667,-1.2941667,85.655,,31622776.6,
SMDG0058071-010201,66.7,Needs Review,Cetus,74,14.5295833,-1.0336111,89.9377,,100000000.0,
1256054+273018,66.7,Needs Review,Coma Berenices,-1,194.0225,27.505,168.3582,2.4,,
SMDG1220188+280132,66.7,Needs Review,Coma Berenices,-1,185.07833,28.025556,38.403,2.3,,
SMDG1245277+181801,66.7,Needs Review,Coma Berenices,-1,191.36542,18.300278,27.20896,2.5,,
Yagi771,66.7,Needs Review,Coma Berenices,-1,194.022417,27.505056,160.0,1.6,,
1255567+273017,66.7,Needs Review,Coma Berenices,2,193.98625,27.504722,109.2985,3.0,,
1259153+274514,66.7,Needs Review,Coma Berenices,2,194.81375,27.753889,103.9552,2.1,,
1259239+274726,66.7,Needs Review,Coma Berenices,2,194.84958,27.790556,109.5224,3.0,,
1301053+270935,66.7,Needs Review,Coma Berenices,2,195.27208,27.159722,100.6567,1.6,,
COMA_12_3266,66.7,Needs Review,Coma Berenices,2,195.17593,28.164309,100.0,1.84,,
COMA_12_4296,66.7,Needs Review,Coma Berenices,2,195.2982,28.145302,100.0,2.11,,
COMA_12_5647,66.7,Needs Review,Coma Berenices,2,195.48859,28.138306,100.0,1.73,,
COMA_13_6651,66.7,Needs Review,Coma Berenices,2,195.3371,28.539967,100.0,1.7,,
COMA_14_1859,66.7,Needs Review,Coma Berenices,2,195.21524,28.871029,100.0,2.41,,
COMA_14_3083,66.7,Needs Review,Coma Berenices,2,195.15186,28.930553,100.0,1.91,,
COMA_22_4042,66.7,Needs Review,Coma Berenices,2,194.72652,28.08718,100.0,1.64,,
COMA_22_4410,66.7,Needs Review,Coma Berenices,2,195.06532,28.029459,100.0,1.5,,
COMA_22_4600,66.7,Needs Review,Coma Berenices,2,194.71304,28.13771,100.0,1.58,,
COMA_22_4735,66.7,Needs Review,Coma Berenices,2,194.77484,27.97042,100.0,1.56,,
COMA_22_5227,66.7,Needs Review,Coma Berenices,2,194.9666,27.82323,100.0,1.71,,
COMA_22_6931,66.7,Needs Review,Coma Berenices,2,194.78117,28.13321,100.0,1.73,,
COMA_23_2058,66.7,Needs Review,Coma Berenices,2,194.72876,28.65372,100.0,2.3,,
COMA_23_5706,66.7,Needs Review,Coma Berenices,2,194.8023,28.353645,100.0,1.8,,
COMA_24_3717,66.7,Needs Review,Coma Berenices,2,194.97047,28.7967,100.0,1.5,,
COMA_30_2126,66.7,Needs Review,Coma Berenices,2,194.51813,27.056221,100.0,2.1,,
COMA_30_3930,66.7,Needs Review,Coma Berenices,2,194.60199,26.745077,100.0,1.58,,
COMA_30_4629,66.7,Needs Review,Coma Berenices,2,194.23543,27.045115,100.0,1.48,,
COMA_31_3861,66.7,Needs Review,Coma Berenices,2,194.49976,27.619015,100.0,1.74,,
COMA_31_5314,66.7,Needs Review,Coma Berenices,2,194.59314,27.38581,100.0,1.53,,
COMA_32_3240,66.7,Needs Review,Coma Berenices,2,194.50377,27.88233,100.0,2.08,,
COMA_32_3906,66.7,Needs Review,Coma Berenices,2,194.32854,28.154984,100.0,1.53,,
COMA_32_4544,66.7,Needs Review,Coma Berenices,2,194.46745,28.105352,100.0,1.58,,
COMA_32_6911,66.7,Needs Review,Coma Berenices,2,194.60907,27.867151,100.0,1.55,,
COMA_33_2937,66.7,Needs Review,Coma Berenices,2,194.4494,28.542898,100.0,2.03,,
COMA_34_4521,66.7,Needs Review,Coma Berenices,2,194.25638,28.87275,100.0,1.58,,
COMA_41_3676,66.7,Needs Review,Coma Berenices,2,193.95773,27.398582,100.0,2.04,,
COMA_41_4570,66.7,Needs Review,Coma Berenices,2,193.86931,27.684788,100.0,1.55,,
COMA_42_3597,66.7,Needs Review,Coma Berenices,2,193.80339,27.786472,100.0,1.62,,
DF12,66.7,Needs Review,Coma Berenices,2,195.0379167,28.1408333,100.0,2.6,,
DF15,66.7,Needs Review,Coma Berenices,2,194.5679167,27.8913889,98.5,9.6,,
DF25,66.7,Needs Review,Coma Berenices,2,194.9529167,27.7775,107.8806,4.4,,
DF30,66.7,Needs Review,Coma Berenices,2,193.3129167,27.6875,113.3134,3.2,,
DF32,66.7,Needs Review,Coma Berenices,2,194.1183333,27.6183334,100.0,2.8,,
DF34,66.7,Needs Review,Coma Berenices,2,194.05375,27.5477777,100.0,3.4,,
DF36,66.7,Needs Review,Coma Berenices,2,193.9808333,27.46,111.3582,2.6,,
DF42,66.7,Needs Review,Coma Berenices,2,195.3295833,27.0541667,100.0,2.9,,
DF8,66.7,Needs Review,Coma Berenices,2,195.3766667,28.3744445,109.2388,4.4,,
SMDG1256352+273507,66.7,Needs Review,Coma Berenices,2,194.146665,27.585277,100.0,2.4,,
SMDG1304536+274252,66.7,Needs Review,Coma Berenices,2,196.22333,27.714444,113.7463,4.1,,
Yagi263,66.7,Needs Review,Coma Berenices,2,194.813875,27.754111,100.0,2.04,,
Yagi285,66.7,Needs Review,Coma Berenices,2,194.953,27.7775,100.0,3.88,,
Yagi417,66.7,Needs Review,Coma Berenices,2,195.050417,27.806528,100.0,1.62,,
Yagi762,66.7,Needs Review,Coma Berenices,2,193.980833,27.459972,100.0,1.97,,
Yagi764,66.7,Needs Review,Coma Berenices,2,193.986042,27.504889,100.0,2.44,,
Yagi767,66.7,Needs Review,Coma Berenices,2,193.996458,27.4315,100.0,2.37,,
Yagi776,66.7,Needs Review,Coma Berenices,2,194.058958,27.555472,100.0,2.3,,
Yagi781,66.7,Needs Review,Coma Berenices,2,194.117875,27.603194,100.0,1.64,,
1256142+273321,66.7,Needs Review,Coma Berenices,3,194.05917,27.555833,130.5224,2.5,,
1256352+273507,66.7,Needs Review,Coma Berenices,4,194.14667,27.585278,120.6269,2.4,,
DF40,66.7,Needs Review,Coma Berenices,4,194.5045833,27.1905556,120.403,2.9,,
1300121+274823,66.7,Needs Review,Coma Berenices,5,195.05042,27.806389,138.9104,2.3,,
SMDG1221086+292921,66.7,Needs Review,Coma Berenices,11,185.28583,29.489167,19.6418,1.4,,
SMDG1222096+153910,66.7,Needs Review,Coma Berenices,11,185.53988,15.65282,15.2,1.11,,
SMDG1222537+160000,66.7,Needs Review,Coma Berenices,11,185.72376,16.00001,15.2,0.37,,
SMDG1222554+153335,66.7,Needs Review,Coma Berenices,11,185.73087,15.55973,15.2,0.74,,
SMDG1223051+155555,66.7,Needs Review,Coma Berenices,11,185.77118,15.93186,15.2,0.93,,
SMDG1248031+134329,66.7,Needs Review,Coma Berenices,11,192.01308,13.72468,15.0,1.26,,
SMDG1248294+134819,66.7,Needs Review,Coma Berenices,11,192.12234,13.80532,15.0,0.55,,
SMDG1212080+281630,66.7,Needs Review,Coma Berenices,66,183.03333,28.275,98.0,2.64151,,
SMDG1212084+290349,66.7,Needs Review,Coma Berenices,66,183.035145,29.063514,98.0,2.8975,,
SMDG1212454+273506,66.7,Needs Review,Coma Berenices,66,183.18917,27.585,98.0,2.54717,,
SMDG1213061+294549,66.7,Needs Review,Coma Berenices,66,183.275309,29.76371,98.0,5.035,,
SMDG1213219+293401,66.7,Needs Review,Coma Berenices,66,183.341232,29.56681,98.0,3.04,,
SMDG1213235+264641,66.7,Needs Review,Coma Berenices,66,183.34792,26.77806,98.0,3.01887,,
SMDG1213512+282109,66.7,Needs Review,Coma Berenices,66,183.46333,28.3525,98.0,2.59434,,
SMDG1214010+293203,66.7,Needs Review,Coma Berenices,66,183.50417,29.53417,98.0,2.9717,,
SMDG1214279+294033,66.7,Needs Review,Coma Berenices,66,183.61625,29.67583,98.0,2.87736,,
SMDG1214418+274954,66.7,Needs Review,Coma Berenices,66,183.67417,27.83167,98.0,3.96226,,
SMDG1306148+275941,66.7,Needs Review,Coma Berenices,67,196.56167,27.994722,42.1343,1.5,,
Totoro,66.7,Needs Review,Draco,-1,258.84314,57.43529,138.0,3.2,,
SMDG1504281+554100,66.7,Needs Review,Draco,64,226.1169,55.68306,14.1,0.25,,
SMDG1504500+553844,66.7,Needs Review,Draco,64,226.20822,55.64542,14.1,0.8,,
SMDG1505300+555200,66.7,Needs Review,Draco,64,226.37487,55.86672,14.1,2.58,,
SMDG1505523+553200,66.7,Needs Review,Draco,64,226.46812,55.53341,14.1,0.4,,
SMDG1507165+552829,66.7,Needs Review,Draco,64,226.81866,55.47484,14.1,0.43,,
SMDG1508054+555216,66.7,Needs Review,Draco,64,227.02246,55.871,14.1,0.31,,
SMDG1514241+562934,66.7,Needs Review,Draco,64,228.6005,56.49267,16.5,0.3,,
SMDG1514553+561124,66.7,Needs Review,Draco,64,228.73041,56.19002,16.5,0.34,,
SMDG1515425+564216,66.7,Needs Review,Draco,64,228.92694,56.70454,16.5,0.29,,
SMDG1515436+561925,66.7,Needs Review,Draco,64,228.93171,56.32362,16.5,0.5,,
SMDG1516240+562637,66.7,Needs Review,Draco,64,229.09993,56.44363,16.5,0.47,,
SMDG1516500+561315,66.7,Needs Review,Draco,64,229.20851,56.22097,16.5,0.28,,
SMDG1551357+621734,66.7,Needs Review,Draco,64,237.89891,62.29272,19.0,1.44,,
KiDS_UDG_Fornax_51.72_35.51,66.7,Needs Review,Fornax,45,51.7249,-35.5178,26.8,2.029,,
KiDS_UDG_Fornax_52.11_33.73,66.7,Needs Review,Fornax,45,52.1181,-33.7348,26.8,1.614,,
KiDS_UDG_Fornax_53.58_35.36,66.7,Needs Review,Fornax,45,53.5841,-35.3624,26.8,1.456,,
KiDS_UDG_Fornax_53.92_35.51,66.7,Needs Review,Fornax,45,53.9281,-35.5142,26.8,1.743,,
KiDS_UDG_Fornax_53.98_34.82,66.7,Needs Review,Fornax,45,53.982,-34.8283,26.8,1.863,,
KiDS_UDG_IC1860_41.93_31.05,66.7,Needs Review,Fornax,46,41.9304,-31.0538,96.5,3.212,,
KiDS_UDG_IC1860_42.19_31.52,66.7,Needs Review,Fornax,46,42.191,-31.5262,96.5,2.011,,
IC1459_UDG1,66.7,Needs Review,Grus,36,344.596208333,-36.9830555556,28.7,1.46,,
IC1459_UDG2,66.7,Needs Review,Grus,36,344.588541667,-36.9596944444,28.7,1.45,,
IC1459_UDG5,66.7,Needs Review,Grus,36,344.049791667,-37.45,28.7,3.33,,
IC1459_UDG6,66.7,Needs Review,Grus,36,344.279333333,-36.6254722222,28.7,4.44,,
IC1459_UDG7,66.7,Needs Review,Grus,36,343.955625,-36.6408888889,28.7,4.28,,
IC1459_UDG8,66.7,Needs Review,Grus,36,344.115041667,-36.5665277778,28.7,1.73,,
IC1459_UDG9,66.7,Needs Review,Grus,36,344.61975,-36.6007777778,28.7,1.5,,
LSBG-378,66.7,Needs Review,Hydra,-1,137.273,4.995,,10.3,229100000.0,
NGC 3785,66.7,Needs Review,Leo,-1,174.8870458,26.3022722,131.8,,660693448.0,
dSph1,66.7,Needs Review,Leo,-1,154.6291666667,21.8947222222,33.6,1.9,,
ACG 215415,66.7,Needs Review,Leo,11,171.1416667,12.675,10.4,1.413,,
KK 96,66.7,Needs Review,Leo,11,162.6125,12.3594444,10.4,1.445,,
M96-DF6,66.7,Needs Review,Leo,11,161.72125,12.7426389,10.2,2.01,,
SMDG1046186+115918,66.7,Needs Review,Leo,11,161.5776,11.98846,11.2,0.18,,
SMDG1046302+114522,66.7,Needs Review,Leo,11,161.62565,11.75619,11.2,0.51,,
SMDG1047059+115243,66.7,Needs Review,Leo,11,161.77454,11.87855,11.2,0.42,,
SMDG1115343+143132,66.7,Needs Review,Leo,11,168.89298,14.52549,11.3,0.31,,
dw1051+11,66.7,Needs Review,Leo,11,162.7625,11.0202778,10.4,1.413,,
dSph2,66.7,Needs Review,Leo,15,154.4916666667,21.7480555556,23.6,2.2,,
SMDG1101447+285507,66.7,Needs Review,Leo Minor,11,165.4363,28.9187,13.6,0.37,,
SMDG0858542+443744,66.7,Needs Review,Lynx,75,134.72591,44.62899,30.2,1.29,,
SMDG0900028+445524,66.7,Needs Review,Lynx,75,135.01159,44.92331,30.2,0.69,,
DFUWS-72,66.7,Needs Review,Pegasus,-1,345.438,16.4563666667,24.2,3.25,,
PEG J231956+081253.7,66.7,Needs Review,Pegasus,34,349.98333,8.21492,50.8,0.66,,
PEG J232023+081331.4,66.7,Needs Review,Pegasus,34,350.0958333,8.2253889,50.8,2.346,,
PEG J232024+081209.0,66.7,Needs Review,Pegasus,34,350.1,8.2025,50.8,2.609,,
PEG J232037+081336.6,66.7,Needs Review,Pegasus,34,350.15417,8.22683,50.8,0.58,,
DFUWS-61,66.7,Needs Review,Pegasus,35,350.489125,8.440925,44.7,2.66,,
29,66.7,Needs Review,Perseus,0,49.597208,41.750167,72.3,2.2,,
30,66.7,Needs Review,Perseus,0,49.5975,41.602139,72.3,0.7,,
31,66.7,Needs Review,Perseus,0,49.601333,41.291861,72.3,4.1,,
57,66.7,Needs Review,Perseus,0,49.701792,41.676417,72.3,2.4,,
58,66.7,Needs Review,Perseus,0,49.711417,41.385861,72.3,1.0,,
59,66.7,Needs Review,Perseus,0,49.726333,41.258111,72.3,1.1,,
