galaxy_name,completeness_pct,quality_flag,constellation,cluster_id,ra,dec,distance_mpc,effective_radius_kpc,stellar_mass_solar,dark_matter_fraction
COMA_30_4629,66.7,Needs Review,Coma Berenices,4,194.23543,27.045115,100.0,1.48,,
COMA_31_3861,66.7,Needs Review,Coma Berenices,4,194.49976,27.619015,100.0,1.74,,
COMA_31_5314,66.7,Needs Review,Coma Berenices,4,194.59314,27.38581,100.0,1.53,,
COMA_32_3240,66.7,Needs Review,Coma Berenices,4,194.50377,27.88233,100.0,2.08,,
COMA_32_3906,66.7,Needs Review,Coma Berenices,4,194.32854,28.154984,100.0,1.53,,
COMA_32_4544,66.7,Needs Review,Coma Berenices,4,194.46745,28.105352,100.0,1.58,,
COMA_32_6911,66.7,Needs Review,Coma Berenices,4,194.60907,27.867151,100.0,1.55,,
COMA_33_2937,66.7,Needs Review,Coma Berenices,4,194.4494,28.542898,100.0,2.03,,
COMA_34_4521,66.7,Needs Review,Coma Berenices,4,194.25638,28.87275,100.0,1.58,,
COMA_41_3676,66.7,Needs Review,Coma Berenices,4,193.95773,27.398582,100.0,2.04,,
COMA_41_4570,66.7,Needs Review,Coma Berenices,4,193.86931,27.684788,100.0,1.55,,
COMA_42_3597,66.7,Needs Review,Coma Berenices,4,193.80339,27.786472,100.0,1.62,,
SMDG1255567+273017,66.7,Needs Review,Coma Berenices,4,193.986255,27.504722,100.0,3.0,,
SMDG1256142+273321,66.7,Needs Review,Coma Berenices,4,194.059155,27.555833,100.0,2.5,,
SMDG1256352+273507,66.7,Needs Review,Coma Berenices,4,194.146665,27.585277,100.0,2.4,,
SMDG1259153+274514,66.7,Needs Review,Coma Berenices,4,194.813745,27.753889,100.0,2.1,,
SMDG1300121+274823,66.7,Needs Review,Coma Berenices,4,195.050415,27.806389,100.0,2.3,,
Yagi767,66.7,Needs Review,Coma Berenices,4,193.996458,27.4315,100.0,2.37,,
Yagi781,66.7,Needs Review,Coma Berenices,4,194.117875,27.603194,100.0,1.64,,
SMDG1222096+153910,66.7,Needs Review,Coma Berenices,15,185.53988,15.65282,15.2,1.11,,
SMDG1222537+160000,66.7,Needs Review,Coma Berenices,15,185.72376,16.00001,15.2,0.37,,
SMDG1222554+153335,66.7,Needs Review,Coma Berenices,15,185.73087,15.55973,15.2,0.74,,
SMDG1223051+155555,66.7,Needs Review,Coma Berenices,15,185.77118,15.93186,15.2,0.93,,
SMDG1248031+134329,66.7,Needs Review,Coma Berenices,15,192.01308,13.72468,15.0,1.26,,
SMDG1248294+134819,66.7,Needs Review,Coma Berenices,15,192.12234,13.80532,15.0,0.55,,
Totoro,66.7,Needs Review,Draco,-1,258.84314,57.43529,138.0,3.2,,
SMDG1504281+554100,66.7,Needs Review,Draco,46,226.1169,55.68306,14.1,0.25,,
SMDG1504500+553844,66.7,Needs Review,Draco,46,226.20822,55.64542,14.1,0.8,,
SMDG1505300+555200,66.7,Needs Review,Draco,46,226.37487,55.86672,14.1,2.58,,
SMDG1505523+553200,66.7,Needs Review,Draco,46,226.46812,55.53341,14.1,0.4,,
SMDG1507165+552829,66.7,Needs Review,Draco,46,226.81866,55.47484,14.1,0.43,,
SMDG1508054+555216,66.7,Needs Review,Draco,46,227.02246,55.871,14.1,0.31,,
SMDG1514241+562934,66.7,Needs Review,Draco,46,228.6005,56.49267,16.5,0.3,,
SMDG1514553+561124,66.7,Needs Review,Draco,46,228.73041,56.19002,16.5,0.34,,
SMDG1515425+564216,66.7,Needs Review,Draco,46,228.92694,56.70454,16.5,0.29,,
SMDG1515436+561925,66.7,Needs Review,Draco,46,228.93171,56.32362,16.5,0.5,,
SMDG1516240+562637,66.7,Needs Review,Draco,46,229.09993,56.44363,16.5,0.47,,
SMDG1516500+561315,66.7,Needs Review,Draco,46,229.20851,56.22097,16.5,0.28,,
SMDG1551357+621734,66.7,Needs Review,Draco,46,237.89891,62.29272,19.0,1.44,,
KiDS_UDG_Fornax_51.72_35.51,66.7,Needs Review,Fornax,31,51.7249,-35.5178,26.8,2.029,,
KiDS_UDG_Fornax_52.11_33.73,66.7,Needs Review,Fornax,31,52.1181,-33.7348,26.8,1.614,,
KiDS_UDG_Fornax_53.58_35.36,66.7,Needs Review,Fornax,31,53.5841,-35.3624,26.8,1.456,,
KiDS_UDG_Fornax_53.92_35.51,66.7,Needs Review,Fornax,31,53.9281,-35.5142,26.8,1.743,,
KiDS_UDG_Fornax_53.98_34.82,66.7,Needs Review,Fornax,31,53.982,-34.8283,26.8,1.863,,
KiDS_UDG_IC1860_41.93_31.05,66.7,Needs Review,Fornax,32,41.9304,-31.0538,96.5,3.212,,
KiDS_UDG_IC1860_42.19_31.52,66.7,Needs Review,Fornax,32,42.191,-31.5262,96.5,2.011,,
IC1459_UDG1,66.7,Needs Review,Grus,-1,344.5962083,-36.9830556,28.7,1.46,,
LSBG-378,66.7,Needs Review,Hydra,-1,137.273,4.995,,10.3,229086765.0,
NGC 3785,66.7,Needs Review,Leo,-1,174.8870458,26.3022722,131.8,,660693448.0,
ACG 215415,66.7,Needs Review,Leo,5,171.1417,12.675,10.4,1.41,,
KK 96,66.7,Needs Review,Leo,5,162.6125,12.3594,10.4,1.45,,
SMDG1046186+115918,66.7,Needs Review,Leo,5,161.5776,11.98846,11.2,0.18,,
SMDG1046302+114522,66.7,Needs Review,Leo,5,161.62565,11.75619,11.2,0.51,,
SMDG1047059+115243,66.7,Needs Review,Leo,5,161.77454,11.87855,11.2,0.42,,
SMDG1115343+143132,66.7,Needs Review,Leo,5,168.89298,14.52549,11.3,0.31,,
dw1051+11,66.7,Needs Review,Leo,5,162.7625,11.0203,10.4,2.82,,
SMDG1101447+285507,66.7,Needs Review,Leo Minor,5,165.4363,28.9187,13.6,0.37,,
SMDG0858542+443744,66.7,Needs Review,Lynx,55,134.72591,44.62899,30.2,1.29,,
SMDG0900028+445524,66.7,Needs Review,Lynx,55,135.01159,44.92331,30.2,0.69,,
PEG J231956+081253.7,66.7,Needs Review,Pegasus,48,349.98333,8.21492,50.8,0.66,,
PEG J232023+081331.4,66.7,Needs Review,Pegasus,48,350.09583,8.22539,50.8,2.08,,
PEG J232024+081209.0,66.7,Needs Review,Pegasus,48,350.1,8.2025,50.8,1.88,,
PEG J232037+081336.6,66.7,Needs Review,Pegasus,48,350.15417,8.22683,50.8,0.58,,
29,66.7,Needs Review,Perseus,0,49.597208,41.750167,72.3,2.2,,
30,66.7,Needs Review,Perseus,0,49.5975,41.602139,72.3,0.7,,
31,66.7,Needs Review,Perseus,0,49.601333,41.291861,72.3,4.1,,
57,66.7,Needs Review,Perseus,0,49.701792,41.676417,72.3,2.4,,
58,66.7,Needs Review,Perseus,0,49.711417,41.385861,72.3,1.0,,
59,66.7,Needs Review,Perseus,0,49.726333,41.258111,72.3,1.1,,
60,66.7,Needs Review,Perseus,0,49.73075,41.297222,72.3,1.0,,
61,66.7,Needs Review,Perseus,0,49.7475,41.420944,72.3,1.0,,
62,66.7,Needs Review,Perseus,0,49.747583,41.521861,72.3,1.4,,
63,66.7,Needs Review,Perseus,0,49.75625,41.649722,72.3,1.1,,
64,66.7,Needs Review,Perseus,0,49.774292,41.542889,72.3,1.1,,
66,66.7,Needs Review,Perseus,0,49.788833,41.697694,72.3,0.9,,
67,66.7,Needs Review,Perseus,0,49.803167,41.725,72.3,1.1,,
68,66.7,Needs Review,Perseus,0,49.812542,41.375472,72.3,0.9,,
70,66.7,Needs Review,Perseus,0,49.816083,41.518278,72.3,1.4,,
71,66.7,Needs Review,Perseus,0,49.81675,41.76275,72.3,1.4,,
72,66.7,Needs Review,Perseus,0,49.823042,41.211472,72.3,1.5,,
73,66.7,Needs Review,Perseus,0,49.824292,41.563444,72.3,1.0,,
75,66.7,Needs Review,Perseus,0,49.846083,41.388,72.3,2.1,,
76,66.7,Needs Review,Perseus,0,49.846333,41.649639,72.3,1.5,,
78,66.7,Needs Review,Perseus,0,49.890833,41.609028,72.3,1.1,,
79,66.7,Needs Review,Perseus,0,49.913292,41.201556,72.3,1.8,,
80,66.7,Needs Review,Perseus,0,49.913417,41.22875,72.3,1.3,,
81,66.7,Needs Review,Perseus,0,49.933458,41.655111,72.3,2.7,,
83,66.7,Needs Review,Perseus,0,49.947708,41.735917,72.3,1.2,,
87,66.7,Needs Review,Perseus,0,49.989208,41.492,72.3,0.9,,
88,66.7,Needs Review,Perseus,0,49.99625,41.309194,72.3,2.2,,
R116,66.7,Needs Review,Perseus,0,49.4417,41.5032,75.0,0.96,,
R117,66.7,Needs Review,Perseus,0,49.5158,41.4524,75.0,0.91,,
AGC 103796,66.7,Needs Review,Pisces,-1,5.165,6.9658,80.0,3.9,,
AGC 113790,66.7,Needs Review,Pisces,-1,18.2587,27.6369,69.0,2.9,,
AGC 114943,66.7,Needs Review,Pisces,-1,26.7775,7.3311,116.0,4.8,,
SMDG0006543-000029,66.7,Needs Review,Pisces,-1,1.72625,-0.0080556,77.0895,,31622776.6,
SMDG0025396+011515,66.7,Needs Review,Pisces,-1,6.415,1.2541667,81.2936,,31622776.6,
Triangulum IV,66.7,Needs Review,Pisces,5,22.162208,30.984333,0.932,1.749,,
AGC 322019,66.7,Needs Review,Pisces,17,344.6121,1.8497,72.0,3.9,,
PEG J232037+080934.3,66.7,Needs Review,Pisces,48,350.15417,8.15953,50.8,1.24,,
PEG J232038+081046.9,66.7,Needs Review,Pisces,48,350.15833,8.17969,50.8,0.67,,
PEG J232049+080806.2,66.7,Needs Review,Pisces,48,350.20417,8.13506,50.8,0.73,,
PEG J232054+080838.8,66.7,Needs Review,Pisces,48,350.225,8.14411,50.8,0.99,,
SMDG0016502-002756,66.7,Needs Review,Pisces,51,4.2091667,-0.4655556,89.9377,,100000000.0,
SMDG0021031+004447,66.7,Needs Review,Pisces,51,5.2629167,0.7463889,94.2082,,79432823.0,
KiDS_UDG_ESO466-021_329.75_28.44,66.7,Needs Review,Pisces Austrinus,-1,329.7547,-28.4454,100.8,3.096,,
KiDS_UDG_IC5157_330.40_35.22,66.7,Needs Review,Pisces Austrinus,33,330.4094,-35.2232,64.1,1.743,,
KiDS_UDG_IC5157_330.70_34.75,66.7,Needs Review,Pisces Austrinus,33,330.7037,-34.7567,64.1,1.462,,
KiDS_UDG_IC5157_330.72_34.90,66.7,Needs Review,Pisces Austrinus,33,330.7258,-34.9,64.1,1.879,,
KiDS_UDG_IC5157_330.96_35.20,66.7,Needs Review,Pisces Austrinus,33,330.9632,-35.2004,64.1,1.325,,
KiDS_UDG_NGC7176_330.10_31.78,66.7,Needs Review,Pisces Austrinus,37,330.1037,-31.786,36.4,1.577,,
KiDS_UDG_NGC7176_330.56_32.84,66.7,Needs Review,Pisces Austrinus,37,330.5658,-32.8489,36.4,1.408,,
KiDS_UDG_NGC7176_330.58_31.57,66.7,Needs Review,Pisces Austrinus,37,330.5837,-31.5786,36.4,1.415,,
KiDS_UDG_NGC7176_331.36_31.55,66.7,Needs Review,Pisces Austrinus,37,331.3604,-31.5593,36.4,1.404,,
KiDS_UDG_NGC7176_331.79_31.07,66.7,Needs Review,Pisces Austrinus,37,331.7972,-31.0796,36.4,1.818,,
KiDS_UDG_NGC7176_331.81_32.20,66.7,Needs Review,Pisces Austrinus,37,331.8153,-32.207,36.4,1.528,,
1675,66.7,Needs Review,Sculptor,-1,3.59833,-30.41287,,2.05,17378008.0,
1916,66.7,Needs Review,Sculptor,-1,3.5842,-30.41006,,1.9,74131024.0,
2494,66.7,Needs Review,Sculptor,-1,3.60566,-30.40536,,2.82,218776162.0,
3073,66.7,Needs Review,Sculptor,-1,3.61693,-30.40145,,2.86,208929613.0,
3396,66.7,Needs Review,Sculptor,-1,3.59815,-30.3989,,3.85,75857758.0,
3626,66.7,Needs Review,Sculptor,-1,3.60776,-30.39523,,2.1,44668359.0,
3637,66.7,Needs Review,Sculptor,-1,3.57268,-30.39634,,1.93,190546072.0,
3896,66.7,Needs Review,Sculptor,-1,3.60125,-30.39521,,1.88,48977882.0,
4426,66.7,Needs Review,Sculptor,-1,3.57906,-30.38928,,2.06,323593657.0,
4512,66.7,Needs Review,Sculptor,-1,3.61281,-30.39049,,2.07,72443596.0,
4692,66.7,Needs Review,Sculptor,-1,3.5773,-30.38628,,1.8,35481339.0,
4720,66.7,Needs Review,Sculptor,-1,3.5898,-30.38792,,2.89,52480746.0,
4812,66.7,Needs Review,Sculptor,-1,3.6084,-30.38727,,2.75,120226443.0,
5026,66.7,Needs Review,Sculptor,-1,3.57398,-30.38495,,1.64,11481536.0,
5444,66.7,Needs Review,Sculptor,-1,3.58341,-30.38218,,1.83,12589254.0,
5869,66.7,Needs Review,Sculptor,-1,3.60999,-30.37962,,3.42,165958687.0,
6641,66.7,Needs Review,Sculptor,-1,3.60298,-30.3723,,2.03,147910839.0,
A2744clu0112,66.7,Needs Review,Sculptor,-1,3.5817,-30.4312,1530.0,2.0,,
NGC150-UDG1,66.7,Needs Review,Sculptor,-1,8.5645,-27.8036,20.9,3.9,,
KiDS_UDG_NGC0439_18.56_32.48,66.7,Needs Review,Sculptor,25,18.5622,-32.4841,83.1,1.839,,
KiDS_UDG_NGC0439_18.6032.46,66.7,Needs Review,Sculptor,25,18.6007,-32.462,83.1,1.74,,
KiDS_UDG_NGC0439_18.63_32.19,66.7,Needs Review,Sculptor,25,18.6397,-32.1925,83.1,1.702,,
KiDS_UDG_NGC0439_18.67_32.20,66.7,Needs Review,Sculptor,25,18.6717,-32.2038,83.1,3.515,,
KiDS_UDG_NGC0439_19.01_31.76,66.7,Needs Review,Sculptor,25,19.0112,-31.7601,83.1,1.733,,
dw0009-25,66.7,Needs Review,Sculptor,27,2.4075,-25.049222,7.67,0.283,,
dw0010-25,66.7,Needs Review,Sculptor,27,2.659167,-25.334944,7.67,1.069,,
KiDS_UDG_IC5358_356.70_28.12,66.7,Needs Review,Sculptor,34,356.706,-28.124,123.0,2.582,,
KiDS_UDG_IC5358_356.78_28.24,66.7,Needs Review,Sculptor,34,356.7852,-28.2484,123.0,3.567,,
KiDS_UDG_NGC7507_347.06_28.18,66.7,Needs Review,Sculptor,38,347.0601,-28.183,22.9,1.457,,
KiDS_UDG_NGC7507_347.969_28.92,66.7,Needs Review,Sculptor,38,347.9699,-28.926,22.9,1.513,,
dw100000-074116,66.7,Needs Review,Sextans,5,150.0035458,-7.6880278,9.7,0.61262,,
dw100053-082223,66.7,Needs Review,Sextans,5,150.2230917,-8.3731167,9.7,0.1565,,
dw100054-083149,66.7,Needs Review,Sextans,5,150.2288583,-8.5304722,9.7,0.25713,,
dw100136-075230,66.7,Needs Review,Sextans,5,150.4041458,-7.8751361,9.7,0.36497,,
dw100158-085117,66.7,Needs Review,Sextans,5,150.4922542,-8.8549167,9.7,0.43855,,
dw100201-081836,66.7,Needs Review,Sextans,5,150.5043875,-8.3101667,9.7,0.22673,,
dw100216-075729,66.7,Needs Review,Sextans,5,150.5707375,-7.9582806,9.7,0.09621,,
dw100356-064527,66.7,Needs Review,Sextans,5,150.98525,-6.7577389,9.7,0.27342,,
dw100407-064747,66.7,Needs Review,Sextans,5,151.0297125,-6.7964056,9.7,0.20351,,
dw100454-064231,66.7,Needs Review,Sextans,5,151.2258583,-6.7088028,9.7,0.40294,,
dw100512-073256,66.7,Needs Review,Sextans,5,151.3000167,-7.5491556,9.7,0.10682,,
dw100532-063420,66.7,Needs Review,Sextans,5,151.3867042,-6.5723333,9.7,0.19079,,
dw100535-074459,66.7,Needs Review,Sextans,5,151.3960708,-7.7498083,9.7,0.87511,,
dw100539-082337,66.7,Needs Review,Sextans,5,151.4153667,-8.3936889,9.7,0.06361,,
dw100553-075248,66.7,Needs Review,Sextans,5,151.4739958,-7.8802694,9.7,0.08995,,
dw1006009-082426,66.7,Needs Review,Sextans,5,151.5384542,-8.4073222,9.7,0.10893,,
dw100612-073002,66.7,Needs Review,Sextans,5,151.5526083,-7.5006694,9.7,0.42276,,
dw100626-073257,66.7,Needs Review,Sextans,5,151.6110083,-7.5492806,9.7,0.45237,,
dw100633-073033,66.7,Needs Review,Sextans,5,151.64,-7.5091806,9.7,0.2954,,
dw100634-082819,66.7,Needs Review,Sextans,5,151.645075,-8.4719806,9.7,0.06606,,
dw100649-082105,66.7,Needs Review,Sextans,5,151.7048125,-8.3514556,9.7,0.09127,,
dw100720-071547,66.7,Needs Review,Sextans,5,151.8342833,-7.2631972,9.7,0.55102,,
dw100955-071929,66.7,Needs Review,Sextans,5,152.4812208,-7.3249139,9.7,0.15814,,
dw101023-065948,66.7,Needs Review,Sextans,5,152.5996417,-6.9966667,9.7,0.15444,,
AGC 113949,66.7,Needs Review,Triangulum,-1,27.4108,30.6808,102.0,3.4,,
GAMA 526784,66.7,Needs Review,Unknown,-1,,,40.0,2.5,173780000.0,0.93
MATLAS-1824,66.7,Needs Review,Unknown,-1,,,38.8,2.93,20417000.0,0.6429
Holmberg IX,66.7,Needs Review,Ursa Major,5,149.383125,69.046,3.6,,4000000.0,
SMDG1126214+434408,66.7,Needs Review,Ursa Major,5,171.58937,43.73553,16.8,0.78,,
SMDG1126532+432749,66.7,Needs Review,Ursa Major,5,171.72158,43.46373,16.8,0.4,,
SMDG1132312+470704,66.7,Needs Review,Ursa Major,5,173.12985,47.11774,13.6,0.44,,
SMDG1152340+370702,66.7,Needs Review,Ursa Major,5,178.14169,37.11711,13.8,0.62,,
SMDG1155345+551658,66.7,Needs Review,Ursa Major,5,178.89382,55.28269,20.8,0.42,,
SMDG1155406+552155,66.7,Needs Review,Ursa Major,5,178.91909,55.3652,20.8,1.21,,
SMDG1156093+551556,66.7,Needs Review,Ursa Major,5,179.03881,55.2655,20.8,0.76,,
SMDG1158469+473107,66.7,Needs Review,Ursa Major,5,179.69539,47.51862,17.9,0.54,,
LSBG-490,66.7,Needs Review,Virgo,-1,181.933,1.172,,4.7,144543977.0,
KDG 218,66.7,Needs Review,Virgo,15,196.4329,-7.7589,22.0,2.52,,
KiDS_UDG_NGC4636_188.23_3.36,66.7,Needs Review,Virgo,15,188.2329,3.3605,17.5,1.682,,
KiDS_UDG_NGC4636_190.46_2.74,66.7,Needs Review,Virgo,15,190.466,2.7446,17.5,1.516,,
KiDS_UDG_NGC4636_191.23_2.29,66.7,Needs Review,Virgo,15,191.2318,2.2959,17.5,1.414,,
KiDS_UDG_NGC4636_191.82_1.72,66.7,Needs Review,Virgo,15,191.82201,-1.7203,17.5,1.412,,
KiDS_UDG_NGC4636_192.50_3.21,66.7,Needs Review,Virgo,15,192.5062,3.2154,17.5,1.678,,
KiDS_UDG_NGC5576_191.98_2.54,66.7,Needs Review,Virgo,15,191.9899,-2.5431,22.5,1.649,,
KiDS_UDG_NGC5576_192.05_0.83,66.7,Needs Review,Virgo,15,192.0504,-0.8391,22.5,1.412,,
KiDS_UDG_NGC5576_192.23_0.78,66.7,Needs Review,Virgo,15,192.2392,-0.78,22.5,1.4,,
SMDG1220588+085156,66.7,Needs Review,Virgo,15,185.24491,8.86568,20.0,1.39,,
SMDG1222266+084719,66.7,Needs Review,Virgo,15,185.61079,8.7887,20.0,1.51,,
SMDG1222421+085000,66.7,Needs Review,Virgo,15,185.67536,8.83311,20.0,1.46,,
SMDG1222509+085408,66.7,Needs Review,Virgo,15,185.71224,8.90232,20.0,1.16,,
SMDG1222512+085046,66.7,Needs Review,Virgo,15,185.71333,8.8462,20.0,0.8,,
KiDS_UDG_NGC5846_223.85_1.03,66.7,Needs Review,Virgo,16,223.8568,1.03,26.8,1.739,,
KiDS_UDG_NGC5846_224.61_1.54,66.7,Needs Review,Virgo,16,224.6193,1.5422,26.8,1.434,,
KiDS_UDG_NGC5846_225.83_1.43,66.7,Needs Review,Virgo,16,225.8391,1.4308,26.8,1.576,,
KiDS_UDG_NGC5846_226.07_1.75,66.7,Needs Review,Virgo,16,226.0799,1.755,26.8,1.593,,
MATLAS-1938,66.7,Needs Review,Virgo,16,225.137583,2.230778,25.0,1.57,,
KiDS_UDG_NGC4073_180.58_2.26,66.7,Needs Review,Virgo,35,180.5874,2.2665,87.5,2.152,,
KiDS_UDG_NGC4073_180.66_1.83,66.7,Needs Review,Virgo,35,180.6606,1.8314,87.5,1.888,,
KiDS_UDG_NGC4073_180.84_1.79,66.7,Needs Review,Virgo,35,180.8461,1.79,87.5,1.916,,
KiDS_UDG_NGC4073_180.86_1.40,66.7,Needs Review,Virgo,35,180.8698,1.4058,87.5,2.216,,
KiDS_UDG_NGC4073_180.88_1.80,66.7,Needs Review,Virgo,35,180.8865,1.803,87.5,2.64,,
KiDS_UDG_NGC4073_180.92_1.93,66.7,Needs Review,Virgo,35,180.9242,1.9327,87.5,2.296,,
KiDS_UDG_NGC4073_181.03_1.58,66.7,Needs Review,Virgo,35,181.0309,1.5832,87.5,2.784,,
KiDS_UDG_NGC4073_181.04_1.87,66.7,Needs Review,Virgo,35,181.0409,1.8736,87.5,1.888,,
KiDS_UDG_NGC4073_181.17_1.45,66.7,Needs Review,Virgo,35,181.17,1.4507,87.5,1.72,,
KiDS_UDG_NGC4073_181.24_1.95,66.7,Needs Review,Virgo,35,181.2471,1.9554,87.5,1.86,,
KiDS_UDG_NGC4073_181.24_1.98,66.7,Needs Review,Virgo,35,181.247,1.9873,87.5,1.888,,
KiDS_UDG_NGC4073_181.35_1.92,66.7,Needs Review,Virgo,35,181.352,1.9237,87.5,2.176,,
KiDS_UDG_NGC4073_181.78_1.90,66.7,Needs Review,Virgo,35,181.7882,1.9005,87.5,1.824,,
KiDS_UDG_NGC4690_214.81_3.12,66.7,Needs Review,Virgo,36,214.8123,3.1243,40.1,1.568,,
KiDS_UDG_NGC4690_215.51_3.58,66.7,Needs Review,Virgo,36,215.5182,3.5866,40.1,1.642,,
KiDS_UDG_NGC4690_217.02_3.18,66.7,Needs Review,Virgo,36,217.029,3.1863,40.1,1.447,,
KiDS_UDG_NGC4690_217.71_3.20,66.7,Needs Review,Virgo,36,217.7127,3.2068,40.1,1.568,,
KiDS_UDG_UGC07813_189.78_0.14,66.7,Needs Review,Virgo,39,189.7877,0.1446,100.8,3.919,,
KiDS_UDG_UGC07813_189.91_0.82,66.7,Needs Review,Virgo,39,189.9156,0.8249,100.8,2.778,,
KiDS_UDG_UGC07813_189.94_0.04,66.7,Needs Review,Virgo,39,189.9486,0.0408,100.8,4.766,,
KiDS_UDG_UGC07813_190.20_0.44,66.7,Needs Review,Virgo,39,190.2022,0.4496,100.8,3.427,,
M0717clu1415,50.0,Needs Review,Auriga,-1,109.3851,37.7338,,3.09,,
SMDG0914401+283036,50.0,Needs Review,Cancer,-1,138.66708,28.51,,2.8,,
SMDG1240530+321655,50.0,Needs Review,Canes Venatici,-1,190.220835,32.281945,,4.6,,
SMDG1313189+312452,50.0,Needs Review,Canes Venatici,-1,198.328755,31.414444,,2.3,,
SMDG1335454+281225,50.0,Needs Review,Canes Venatici,-1,203.93916,28.206944,,4.0,,
KK220,50.0,Needs Review,Canes Venatici,5,206.9016,33.20611,11.1,,,
KK198,50.0,Needs Review,Centaurus,-1,200.7333,-33.5725,50.0,,,
003414-081008,50.0,Needs Review,Cetus,-1,8.5585,-8.1691,,1.04,,
003637-082457,50.0,Needs Review,Cetus,-1,9.1542,-8.416,,0.71,,
004103-210808,50.0,Needs Review,Cetus,-1,10.2636,-21.1356,,0.38,,
005124-065818,50.0,Needs Review,Cetus,-1,12.8526,-6.9719,,0.45,,
005733-040804,50.0,Needs Review,Cetus,-1,14.3901,-4.1345,,0.97,,
005914-075715,50.0,Needs Review,Cetus,-1,14.8103,-7.9544,,0.68,,
005916-073511,50.0,Needs Review,Cetus,-1,14.8192,-7.5867,,0.45,,
005949-071341,50.0,Needs Review,Cetus,-1,14.9559,-7.2281,,0.48,,
010149-073750,50.0,Needs Review,Cetus,-1,15.4583,-7.6308,,1.08,,
010339-061053,50.0,Needs Review,Cetus,-1,15.9145,-6.1814,,1.18,,
338,50.0,Needs Review,Cetus,-1,36.37673,-5.04815,40.0,,,
DES J0125.5+0145,50.0,Needs Review,Cetus,-1,21.3014,1.7794,72.32,,,
SMDG2334535+011226,50.0,Needs Review,Cetus,-1,23.581528,1.207222,,1.15,,
330,50.0,Needs Review,Cetus,3,35.51138,-2.65082,16.5,,,
LEDA 4014647,50.0,Needs Review,Cetus,3,39.70206,-8.04938,17.7,,,
NGC 1035,50.0,Needs Review,Cetus,3,39.87145,-8.13328,13.8,,,
SMDG1221086+292921,50.0,Needs Review,Coma Berenices,-1,185.285835,29.489166,,1.4,,
SMDG1245277+181801,50.0,Needs Review,Coma Berenices,-1,191.36541,18.300278,,2.5,,
SMDG1304536+274252,50.0,Needs Review,Coma Berenices,-1,196.22334,27.714444,,4.1,,
SMDG1306148+275941,50.0,Needs Review,Coma Berenices,-1,196.56,27.99,,1.5,,
NGC5907,50.0,Needs Review,Draco,46,228.9729,56.3306,14.9,,,
M0416clu1090,50.0,Needs Review,Eridanus,-1,64.0126,-24.0899,,1.66,,
DES J0338.1-1835,50.0,Needs Review,Eridanus,26,54.9388,-18.4712,23.41,,,
DES J0335.6-3521,50.0,Needs Review,Fornax,26,53.9377,-35.3133,18.97,,,
FCC 229,50.0,Needs Review,Fornax,26,54.347,-34.9,20.0,,,
Abell S1063,50.0,Needs Review,Grus,-1,342.183208,-44.530872,,1.86,,
RXCJ1714.3+4341,50.0,Needs Review,Hercules,-1,258.5775,43.6897,117.8,,,
M1149clu0324,50.0,Needs Review,Leo,-1,177.4102,22.3731,,2.4,,
MATLAS-607,50.0,Needs Review,Leo,-1,149.90075,11.774833,41.0,,,
MATLAS-631,50.0,Needs Review,Leo,-1,151.500792,13.058833,145.0,,,
Abell 779,50.0,Needs Review,Lynx,-1,139.955,33.7603,99.0,,,
000033+165423,50.0,Needs Review,Pegasus,-1,0.1392,16.9065,,0.52,,
000044+152725,50.0,Needs Review,Pegasus,-1,0.1855,15.4572,,0.68,,
000222+160140,50.0,Needs Review,Pegasus,-1,0.5929,16.0279,,0.27,,
000248+163546,50.0,Needs Review,Pegasus,-1,0.7041,16.5962,,0.57,,
000250+163742,50.0,Needs Review,Pegasus,-1,0.7105,16.6284,,0.88,,
000324+161111,50.0,Needs Review,Pegasus,-1,0.8508,16.1865,,0.93,,
000417+204430,50.0,Needs Review,Pegasus,-1,1.0715,20.7419,,0.99,,
000844+143529,50.0,Needs Review,Pegasus,-1,2.1856,14.5916,,0.99,,
Abell 2634,50.0,Needs Review,Pegasus,-1,359.6071,27.0125,133.7,,,
DES J0039.6-5558,50.0,Needs Review,Phoenix,-1,9.8888,-55.9649,120.23,,,
DES J0107.5-4644,50.0,Needs Review,Phoenix,24,16.8965,-46.7418,102.03,,,
DES J0110.0-4556,50.0,Needs Review,Phoenix,24,17.4972,-45.9398,106.61,,,
001746+113147,50.0,Needs Review,Pisces,-1,4.442,11.5299,,0.65,,
DES J0039.6-0143,50.0,Needs Review,Pisces,-1,9.8887,3.1829,62.81,,,
SMDG0014598+023448,50.0,Needs Review,Pisces,-1,0.249944,2.58,,10.33,,
SMDG0031454+024256,50.0,Needs Review,Pisces,-1,0.529278,2.715556,,2.41,,
SMDG0032359+000652,50.0,Needs Review,Pisces,-1,0.543306,0.114444,,5.27,,
SMDG0058555+003627,50.0,Needs Review,Pisces,-1,0.982083,0.6075,,4.45,,
SMDG0107238+010008,50.0,Needs Review,Pisces,-1,1.123278,1.002222,,3.04,,
002922-332302,50.0,Needs Review,Sculptor,-1,7.3456,-33.3839,,0.38,,
003102-331613,50.0,Needs Review,Sculptor,-1,7.7622,-33.2705,,1.18,,
003155-331600,50.0,Needs Review,Sculptor,-1,7.9815,-33.2668,,1.14,,
003258-324548,50.0,Needs Review,Sculptor,-1,8.2426,-32.7636,,0.66,,
003351-275024,50.0,Needs Review,Sculptor,-1,8.4651,-27.8401,,2.16,,
